id,name,address,latitude,longitude,distance,selected
ola-platform:5000049246004,Tara Maa Medical Store,"SBSTC Bus Terminal Digha,  New Digha Sea Beach Market Road,  New Digha,  Digha,  RamNagar-I,  Purba Medinipur,  West Bengal,  721463,  India",,,0.06 km,False
ola-platform:5000056370294,Medical Store,"New Digha,  Digha,  RamNagar-I,  Purba Medinipur,  West Bengal,  721463,  India",,,0.24 km,False
ola-platform:5000050151035,Medicine Shop,"Gadadharpur,  Digha,  West Bengal,  721463,  India",,,0.26 km,False
ola-platform:5000058421035,Surya Medical Stores,"Medical Store,  Digha Contai Road,  Old Digha,  Digha,  RamNagar-I,  Purba Medinipur,  West Bengal,  721463,  India",,,0.27 km,False
ola-platform:5000039750215,Jana Medical Store,"Dipak Rd,  New Digha,  Digha,  West Bengal,  721463,  India",,,0.29 km,False
ola-platform:5000047682857,Amarabati Medical Store,"ICICI Bank ATM,  Digha Contai Road,  Old Digha,  Digha,  RamNagar-I,  Purba Medinipur,  West Bengal,  721463,  India",,,0.30 km,False
ola-platform:5000052033434,Kanak Medical,"Digha ByPass Road,  New Digha,  Digha,  RamNagar-I,  Purba Medinipur,  West Bengal,  721463,  India",,,0.49 km,False
ola-platform:5000057321989,Rishaan Medishop,"New Digha,  Digha,  RamNagar-I,  Purba Medinipur,  West Bengal,  721463,  India",,,0.60 km,False
ola-platform:5000048186494,Das Medical Store,"Old Digha,  Digha,  RamNagar-I,  Purba Medinipur,  West Bengal,  721428,  India",,,1.03 km,False
ola-platform:5000040546761,Pradhan Medical,"Old Digha,  Digha,  RamNagar-I,  Purba Medinipur,  West Bengal,  721428,  India",,,1.03 km,False
ola-platform:5000059669479,Life Line Medical,"Sea Beach Rd,  Gadadharpur,  Digha,  West Bengal,  721428,  India",,,1.04 km,False
ola-platform:5000060383921,Manipal Hospitals Dhakuria | Best MultiSpeciality Hospital In Dhakuria,"C.I.T Scheme,  Gariahat Rd,  Dhakuria,  Lxxii Block A,  P-4 & 5,  Kolkata,  West Bengal,  700031,  India",,,133.04 km,False
ola-platform:5000051774834,M R Bangur Hospital,"Mr Bangur Hospital,  Russa Road 1st Lane,  Madar Tala Colony,  Kolkata,  West Bengal,  700033,  India",,,130.50 km,False
ola-platform:5000056004030,Nil Ratan Sircar Medical College And Hospital,"Vidyapati FlyOver,  Sealdah,  Kolkata,  West Bengal,  700014,  India",,,137.59 km,False
ola-platform:5000045062387,Jain Medical Stores,"Jain Medical P-2,  Radha Kunj,  2,  Kalakar St,  Opposite ICICI Bank,  Bara Bazar,  Jorasanko,  Kolkata,  West Bengal,  700007,  India",,,138.28 km,False
ola-platform:5000064248744,Apollo Clinic - Prince Anwar Shah Road,"Kolkata,  P,  72,  Prince Anwar Shah Rd,  Jodhpur Park,  Kolkata,  West Bengal,  700068,  India",,,131.66 km,False
ola-platform:5000049626992,Belle Vue Clinic Pharmacy,"Formerly Laudon Street,  10,  Sir Un Brahmachari Sarani,  Elgin,  Kolkata,  West Bengal,  700017,  India",,,134.76 km,False
ola-platform:5000043568971,Maa Medical,"Howrah Maidan,  Haora,  Howrah,  West Bengal,  711101,  India",,,136.23 km,False
ola-platform:5000039551931,Hind Medical Hall,"Belilious Road,  Howrah Maidan,  Haora,  Howrah,  West Bengal,  711101,  India",,,137.29 km,False
ola-platform:5000047595065,West Bengal Medical Council,"Broadway Road,  JC Block,  Sector IV,  Bidhannagar,  North 24 Parganas,  West Bengal,  700097,  India",,,141.00 km,False
ola-platform:5000037379424,Kanchan Medical Hall,"Baguiati,  Bidhannagar,  North 24 Parganas,  West Bengal,  700059,  India",,,145.93 km,False
ola-platform:5000045297352,Life Medical Hall,"Bangur,  South DumDum,  Barrackpore,  North 24 Parganas,  West Bengal,  700055,  India",,,144.00 km,False
ola-platform:5000064526442,Sunny Park Blue Print,"Ashray Housing Complex,  36/10,  C.N.Roy Road,  Kushtia,  Kolkata,  West Bengal,  700039,  India",,,135.79 km,False
ola-platform:5000043261367,B B Eye Foundation: Best Eye Hospital In Eastern India; Bladeless Lasik,"Cataract,  Glaucoma And Retina Surgery,  SukhSagar Building,  2/5A,  Sarat Bose Rd,  Near Minto Park,  Sreepally,  Bhowanipore,  Kolkata,  West Bengal,  700020,  India",,,134.47 km,False
ola-platform:5000047896878,Ali Bhai Medical Store,"Gulshan Colony,  Paschim Chowbaga,  Kolkata,  West Bengal,  700100,  India",,,137.04 km,False
ola-platform:5000035859662,Dilkhusa Blue Print,"Park Circus,  Kolkata,  West Bengal,  700017,  India",,,135.66 km,False
ola-platform:5000065399793,Howrah Pilkhana,"39 / 1,  1st Bye LN,  Pilkhana,  Salkia,  Howrah,  West Bengal,  711106,  India",,,137.82 km,False
ola-platform:5000048101572,Medicine Mart,"Picnic Garden Road,  Kushtia,  Kolkata,  West Bengal,  700039,  India",,,135.42 km,False
ola-platform:5000058997325,Ultadanga Station To Karunamoyee Auto Route,"Ultadanga,  Kolkata,  Barrackpore,  Kolkata,  West Bengal,  700054,  India",,,141.37 km,False
ola-platform:5000054619260,Debsishu Nursing Home,"Ambika Tower,  40,  Dobson Rd,  Babudanga,  Pilkhana,  Mali Panchghara,  Howrah,  West Bengal,  711106,  India",,,138.13 km,False
ola-platform:5000036157549,Disha Medical,"Pottery Road,  Tangra North,  Kolkata,  West Bengal,  700015,  India",,,137.21 km,False
ola-platform:5000066061230,Hak Pharmacy,"13,  Abinash Chowdhury LN,  Gobra,  Kolkata,  West Bengal,  700046,  India",,,136.09 km,False
ola-platform:5000038470069,Eqbal Medical Hall,"Belilious Road,  Howrah Maidan,  Haora,  Howrah,  West Bengal,  711101,  India",,,137.34 km,False
ola-platform:5000057929550,Rameswara Nursing Home Private Limited,"Maniktala,  Kolkata,  West Bengal,  700054,  India",,,141.26 km,False
ola-platform:5000054570545,O.K. Medical Stores,"Tal Tala,  Kolkata,  West Bengal,  700014,  India",,,136.15 km,False
ola-platform:5000043713415,Seema Pharmacy's,"Mominpore,  Kolkata,  West Bengal,  700027,  India",,,131.06 km,False
ola-platform:5000041690122,Mohsin Medical Hall,"Entali,  Kolkata,  West Bengal,  700014,  India",,,137.25 km,False
ola-platform:5000050861985,Rxvital HealthCare Pvt Ltd,"Kasbah North,  Kolkata,  West Bengal,  700099,  India",,,134.04 km,False
ola-platform:5000039738823,Anup Medical Hall,"Action Area I,  Ghuni,  Bidhannagar,  North 24 Parganas,  West Bengal,  700162,  India",,,145.43 km,False
ola-platform:5000061848330,SI Artemis Medical Center (Bhawanipor),"Ramesh Mitra Road,  Bhowanipore,  Kolkata,  West Bengal,  700025,  India",,,133.06 km,False
ola-platform:5000053163210,Fatma Medical,"Circular Canal,  Kolkata,  West Bengal,  700009,  India",,,139.06 km,False
ola-platform:5000066277054,Subaica Medical Hall,"Howrah Maidan,  Haora,  Howrah,  West Bengal,  711106,  India",,,138.03 km,False
ola-platform:5000048211854,Naskarhat Pharmacy,"Naskar Hat Road,  Kasbah North,  Kolkata,  West Bengal,  700039,  India",,,135.52 km,False
ola-platform:5000045984952,Hanapara Medical Shop,"KidZee Keshtopur,  AF 13,  Hana Para Rd,  Keshtopur,  Bidhannagar,  North 24 Parganas,  West Bengal,  700102,  India",,,144.80 km,False
ola-platform:5000041252637,Rx Vital Pharmacy,"Kasbah North,  Kolkata,  West Bengal,  700099,  India",,,134.03 km,False
ola-platform:5000066739437,Dipu Medical Hall,"76,  Christopher Road,  Tangra North,  Kolkata,  West Bengal,  700046,  India",,,136.99 km,False
ola-platform:5000051698203,Collage Street Medico,"32/B,  College St,  College Square,  Kolkata,  West Bengal,  700073,  India",,,137.69 km,False
ola-platform:5000052979435,Remedy Diagnostics,"Garia Main Road,  Rajpur Sonarpur,  Sonarpur,  Kolkata,  West Bengal,  700096,  India",,,129.87 km,False
ola-platform:5000057620725,Rina Medico,"Sukant Nagar,  Basani Devi Colony,  Bidhannagar,  North 24 Parganas,  West Bengal,  700105,  India",,,139.78 km,False
ola-platform:5000067349704,TaTa Medical Cafeteria,"TaTa Medical Centre,  Street 247,  Action Area I,  New Town,  Bidhannagar,  North 24 Parganas,  West Bengal,  700156,  India",,,146.16 km,False
ola-platform:5000064798983,Bimal Pharmacy,"Digha Contai Road,  RamNagar,  RamNagar-I,  Purba Medinipur,  West Bengal,  721423,  India",,,0.50 km,False
ola-platform:5000068530002,Maa Basanti Medical,"Digha Contai Road,  RamNagar,  RamNagar-I,  Purba Medinipur,  West Bengal,  721423,  India",,,0.53 km,False
ola-platform:5000054364024,Janaki Pharmacy,"Digha - Contai Rd,  RamNagar,  Saiyadpur,  West Bengal,  721423,  India",,,0.60 km,False
ola-platform:5000037278736,Sri Ram Krishna Homeo Hall,"Digha Contai Road,  RamNagar,  RamNagar-I,  Purba Medinipur,  West Bengal,  721423,  India",,,0.64 km,False
ola-platform:5000055280326,Sri Pati Homeo Hall,"Digha Contai Road,  RamNagar,  RamNagar-I,  Purba Medinipur,  West Bengal,  721423,  India",,,0.71 km,False
ola-platform:5000054266567,Narayan Pharmacy,"Digha Contai Road,  RamNagar,  RamNagar-I,  Purba Medinipur,  West Bengal,  721423,  India",,,0.75 km,False
ola-platform:5000060785461,Star Medical,"Digha Contai Road,  RamNagar,  RamNagar-I,  Purba Medinipur,  West Bengal,  721423,  India",,,0.76 km,False
ola-platform:5000055833943,Sandhya Homoeo Hall,"Digha Contai Road,  RamNagar,  RamNagar-I,  Purba Medinipur,  West Bengal,  721423,  India",,,0.77 km,False
ola-platform:5000038342912,Ayurbedik Medical Hall,"Digha Contai Road,  RamNagar,  RamNagar-I,  Purba Medinipur,  West Bengal,  721423,  India",,,0.77 km,False
ola-platform:5000059000289,National Homeo Pharmacy,"RamNagar,  Saiyadpur,  West Bengal,  721423,  India",,,0.81 km,False
ola-platform:5000064809596,Jana Medical,"Digha Contai Road,  RamNagar,  RamNagar-I,  Purba Medinipur,  West Bengal,  721423,  India",,,0.82 km,False
ola-platform:5000057583099,Apollo Pharmacy,"Digha Contai Road,  RamNagar,  RamNagar-I,  Purba Medinipur,  West Bengal,  721423,  India",,,0.82 km,False
ola-platform:5000061768696,Kalika Medical Hall,"RamNagar-I,  Purba Medinipur,  West Bengal,  721423,  India",,,0.82 km,False
ola-platform:5000053358144,Surendra Medicals,"L.B.G Nursing Home,  Digha Contai Road,  Digha Mohona,  RamNagar,  RamNagar-I,  Purba Medinipur,  West Bengal,  721423,  India",,,1.02 km,False
ola-platform:5000045818846,Charu Medical Hall,"Digha Contai Road,  Digha Mohona,  RamNagar,  RamNagar-I,  Purba Medinipur,  West Bengal,  721441,  India",,,1.09 km,False
ola-platform:5000059390977,RadhaRani Medical Hall,"Digha Contai Road,  Digha Mohona,  RamNagar,  RamNagar-I,  Purba Medinipur,  West Bengal,  721441,  India",,,1.10 km,False
ola-platform:5000064240713,Drug Point,"Digha Contai Road,  Balisai,  RamNagar-I,  Purba Medinipur,  West Bengal,  721423,  India",,,1.34 km,False
ola-platform:5000053789651,Apollo Pharmacy RamNagar,"Khatian No 137/1 JL No 205,  Midnapore,  RamNagar,  RamNagar I,  Talga Chhari,  West Bengal,  721441,  India",,,1.36 km,False
ola-platform:5000052975123,Roy Pharmacy,"Nayapatti Bazar Road,  Nayapatti,  AP Block,  Sector V,  Salt Lake,  Kolkata,  West Bengal,  700091,  India",,,115.28 km,False
ola-platform:5000041530645,Neotia MediPlus OPD & Diagnostics Clinic,"Garia,  Road,  168,  Garia Main Rd,  Laskarpur,  Mahamaya Tala,  Garia,  Kolkata,  West Bengal,  700153,  India",,,100.58 km,False
ola-platform:5000056840255,MedPlus Dhakuria Nazir Bagan,"106/1,  Sarat Ghosh Garden Road,  Ruby Park,  Kasbah North,  Kolkata,  West Bengal,  700078,  India",,,105.16 km,False
ola-platform:5000041948097,Mediview Pharmacy,"Broad Street,  Ballygunge,  Kolkata,  West Bengal,  700019,  India",,,107.04 km,False
ola-platform:5000059083031,Apollo Pharmacy Picnic Garden,"Kushtia,  Kolkata,  West Bengal,  700039,  India",,,107.24 km,False
ola-platform:5000054494929,Swasti Nursing Home,"Belurmath,  6/1,  Ghoses LN,  Belur,  Bally,  Howrah,  West Bengal,  711201,  India",,,115.80 km,False
ola-platform:5000067909590,Sima Medico,"Tangra North,  Kolkata,  West Bengal,  700010,  India",,,110.49 km,False
ola-platform:5000057210858,Ashraf Medical Hall,"Grand Trunk Road,  Howrah Maidan,  Haora,  Howrah,  West Bengal,  711106,  India",,,111.08 km,False
ola-platform:5000054701125,Apollo Pharmacy Airport 1no. Gate,"Tarunsen Gupta Sarani,  Italgacha Rd,  Gorabazar,  Dum Dum,  Barrackpore,  North 24 Parganas,  West Bengal,  700079,  India",,,120.49 km,False
ola-platform:5000055597522,Charnock Pharmacy,"Charnock Hospital Pvt Ltd,  Biswa Bangla Sarani FlyOver,  Rajarhat Gopalpur,  Bidhannagar,  Kolkata,  West Bengal,  700136,  India",,,119.12 km,False
ola-platform:5000045381924,Medi Aid Plus,"Lake Town,  South DumDum,  Barrackpore,  North 24 Parganas,  West Bengal,  700048,  India",,,114.79 km,False
ola-platform:5000062425702,Apollo Pharmacy Contai Super Market,"Contai Super Market Kumarpur,  East Medinipur Opposite Contai,  Super Market East,  Damodar Pur,  Kanthi,  Midnapore,  Contai,  West Bengal,  721401,  India",,,0.20 km,False
ola-platform:5000065719493,Deep Homoeo Hall,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.21 km,False
ola-platform:5000062188187,Medical,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.25 km,False
ola-platform:5000051077354,New Boericke Pharmacy,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.29 km,False
ola-platform:5000062338080,Panda Medical Hall,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.33 km,False
ola-platform:5000053615680,Shree Gopal Medicals,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.33 km,False
ola-platform:5000044858831,Homoeo House,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.34 km,False
ola-platform:5000050034140,Gopal Pharmacy,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.34 km,False
ola-platform:5000051784419,Dr Subhamoy Maity Sulav Homoeo Pharmacy,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.36 km,False
ola-platform:5000062613375,Maity Homoeo Pharmacy,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.36 km,False
ola-platform:5000062810692,The Medical Hall,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.36 km,False
ola-platform:5000039937677,Maa Durga Drug House,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.37 km,False
ola-platform:5000055510922,Kali Pharmacy,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.37 km,False
ola-platform:5000067410244,Mokkhoda Medical Hall,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.38 km,False
ola-platform:5000052310922,Ma Kamala Medical,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.38 km,False
ola-platform:5000051036996,Peoples Medical Hall,"Damodar Pur,  Kanthi,  Contai,  West Bengal,  721401,  India",,,0.39 km,False
ola-platform:5000054931893,Pipils Medical Hall,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.39 km,False
ola-platform:5000053733089,Pradhan Medical Hall,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.40 km,False
ola-platform:5000062233430,Nanditya Homoeo Pharmacy,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.40 km,False
ola-platform:5000065919389,Patanjali Chilkitsalaya & Store,"SH 5,  Padmapukuria,  Contai,  West Bengal,  721401,  India",,,0.41 km,False
ola-platform:5000048761706,Sri Gobindo Medicine Suppliers,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.41 km,False
ola-platform:5000049636887,Surendra Pharmacy,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.42 km,False
ola-platform:5000059083469,Jagadish Medical Hall,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.43 km,False
ola-platform:5000050358606,Pahari Ayurved Pharmacy,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.44 km,False
ola-platform:5000037356780,Paul Medical Hall,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.44 km,False
ola-platform:5000048198840,Mayna Paul Medical Hall,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.45 km,False
ola-platform:5000066640647,Homeopathy Medicine Store,"Trail2,  Kanthi,  Contai,  West Bengal,  721401,  India",,,0.45 km,False
ola-platform:5000058027652,Pramod Medicals,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.46 km,False
ola-platform:5000051211075,Sadhana Medicals,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.46 km,False
ola-platform:5000062772055,Medico Patient Care,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.47 km,False
ola-platform:5000038844999,Niramay Medical,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.47 km,False
ola-platform:5000047873525,Frank Ross Pharmacy Contai,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.48 km,False
ola-platform:5000063869948,Seba Medical Hall,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.48 km,False
ola-platform:5000068580554,Usha Medical,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.48 km,False
ola-platform:5000058020252,Hahnemann Drug Centre,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.49 km,False
ola-platform:5000037577063,New Life Medicine Shop,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.49 km,False
ola-platform:5000048446932,Gauri Medical Hall,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.49 km,False
ola-platform:5000045967340,Sadhna Aushadhalay,"Sh5,  Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.49 km,False
ola-platform:5000040192269,Bhubaneswar Pharmacy,"2,  Contai Municipality Rd,  Puratan Bari,  Contai,  West Bengal,  721401,  India",,,0.49 km,False
ola-platform:5000053571485,Atalu Pharmacy,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.49 km,False
ola-platform:5000048717440,Sasmal Medical,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.49 km,False
ola-platform:5000041055541,Satya Narayan Homoeo Hall,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.49 km,False
ola-platform:5000065102023,Shivani Homeopathy Shop,"2,  Contai Municipality Rd,  Puratan Bari,  Contai,  West Bengal,  721401,  India",,,0.49 km,False
ola-platform:5000043447991,Sibani Pharmacy,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.50 km,False
ola-platform:5000043880596,Basanty Medical Hall,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.50 km,False
ola-platform:5000062568627,Kiran Pharmacy,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.50 km,False
ola-platform:5000056428551,Henyman Drug House,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.50 km,False
ola-platform:5000046213486,Atul Pharmacy,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.51 km,False
ola-platform:5000041491009,Khokon Homeo,"Contai ByPass Rd,  School Bazar,  Puratan Bari,  Contai,  West Bengal,  721401,  India",,,0.51 km,False
ola-platform:5000046564017,Ananda Pharmacy,"Contai,  Contai-I,  Purba Medinipur,  West Bengal,  721401,  India",,,0.51 km,False
ola-platform:5000041174203,Santosh Medical,"Egra Bhagabanpur Bajkul Road,  Amarshi,  Egra-I,  Purba Medinipur,  West Bengal,  721429,  India",,,0.09 km,False
ola-platform:5000048755616,Srima Ausadhalaya,"Egra Bhagabanpur Bajkul Road,  Amarshi,  Egra-I,  Purba Medinipur,  West Bengal,  721429,  India",,,0.20 km,False
ola-platform:5000062092576,Monikanchan Medical,"Sh5,  Dantan II,  Egra-I,  Purba Medinipur,  West Bengal,  721429,  India",,,0.22 km,False
ola-platform:5000054576048,Prafulla Medical And Research Centre,"Prafulla Medical And Research Center Pvt Ltd,  Sh5,  Dantan II,  Egra-I,  Purba Medinipur,  West Bengal,  721429,  India",,,0.43 km,False
ola-platform:5000068538885,Apollo Pharmacy Egra,"Debra- Balichak- Temathani- Pataspur- Egra Rd,  Adlabad,  Egra,  West Bengal,  721429,  India",,,0.45 km,False
ola-platform:5000039637186,Maa Medicals,"Dalalua,  Purushottampur,  Egra,  West Bengal,  721429,  India",,,0.51 km,False
ola-platform:5000060019009,Jhanwar Medical Store,"Egra Bhagabanpur Bajkul Road,  Amarshi,  Egra-I,  Purba Medinipur,  West Bengal,  721429,  India",,,0.52 km,False
ola-platform:5000065856244,M/s - Panacea Pharmacy & PolyClinic,"Egra Bhagabanpur Bajkul Road,  Amarshi,  Egra-I,  Purba Medinipur,  West Bengal,  721429,  India",,,0.58 km,False
ola-platform:5000050183744,Maity Medical Hall,"Adlabad,  Egra,  West Bengal,  721429,  India",,,0.76 km,False
ola-platform:5000064298511,Pasteur Lab,"Near Egra Post Office,  Purba Medinipur,  Buran,  Egra,  West Bengal,  721429,  India",,,0.79 km,False
ola-platform:5000058215790,Maa Kanak Diagnostic Centre,"SH 5,  Purushottampur,  Egra,  West Bengal,  721429,  India",,,0.84 km,False
ola-platform:5000050268633,New Prankrishna Pharmacy,"Sh5,  Dantan II,  Egra-I,  Purba Medinipur,  West Bengal,  721429,  India",,,0.84 km,False
ola-platform:5000053938757,MS Baba Lokenath Pharmacy,"Sh5,  Dantan II,  Egra-I,  Purba Medinipur,  West Bengal,  721429,  India",,,0.94 km,False
ola-platform:5000041510064,Seba Medical,"Sh5,  Dantan II,  Egra-I,  Purba Medinipur,  West Bengal,  721429,  India",,,0.98 km,False
ola-platform:5000056248303,Sourav Pharmacy,"Sh5,  Dantan II,  Egra-I,  Purba Medinipur,  West Bengal,  721429,  India",,,1.03 km,False
ola-platform:5000043983572,Remedy Medicine Counter,"Egra,  Sh5,  Dantan II,  Egra-I,  Purba Medinipur,  West Bengal,  721429,  India",,,1.07 km,False
ola-platform:5000063108532,Ankita Medicine Distributor,"Ward No. 1,  Near,  Egra Shamshan Kali Mandir Rd,  Kasaba,  Egra,  West Bengal,  721429,  India",,,1.22 km,False
ola-platform:5000046049295,Maa Medicals,"Egra Shamshan Kali Mandir Rd,  Hosenpur,  Egra,  West Bengal,  721429,  India",,,1.52 km,False
ola-platform:5000049511311,B M Medical Hall,"Buran,  Egra,  West Bengal,  721429,  India",,,1.56 km,False
ola-platform:5000056250489,City Homeopathic Pharmacy,"Dantan,  Dantan-I,  Paschim Medinipur,  West Bengal,  721426,  India",,,0.33 km,False
ola-platform:5000066664605,MS Shreema Pharmacy,"Dantan,  Dantan-I,  Paschim Medinipur,  West Bengal,  721426,  India",,,0.41 km,False
ola-platform:5000052307894,Shanti Pharmacy,"Dantan,  Dantan-I,  Paschim Medinipur,  West Bengal,  721426,  India",,,0.62 km,False
ola-platform:5000057745065,Surendra Medical Store,"Dantan,  Dantan-I,  Paschim Medinipur,  West Bengal,  721426,  India",,,0.87 km,False
ola-platform:5000067503846,Dantan Drug House Medicine Store,"Dantan,  Dantan-I,  Paschim Medinipur,  West Bengal,  721426,  India",,,0.92 km,False
ola-platform:5000039596566,Annyesh Feed House And Renuka Medico,"Station Road,  Chaulia,  West Bengal,  721426,  India",,,0.94 km,False
ola-platform:5000054150867,New Surendra Medical,"Dantan,  Dantan-I,  Paschim Medinipur,  West Bengal,  721426,  India",,,1.10 km,False
ola-platform:5000056786275,RamKrishna Medical,"Contai-Nandakumar Road,  Bajkul,  Bhagwanpur-II,  Purba Medinipur,  West Bengal,  721655,  India",,,0.38 km,False
ola-platform:5000047937609,Poly Pharmacy,"Sabang,  Paschim Medinipur,  West Bengal,  721144,  India",,,0.34 km,False
ola-platform:5000063041000,Malay Medical,"Dasagram,  Sabang,  West Bengal,  721144,  India",,,0.36 km,False
ola-platform:5000062046905,Ashirbad Medical Store,"Sabang,  Paschim Medinipur,  West Bengal,  721144,  India",,,0.38 km,False
ola-platform:5000053652838,Mritunjoy Pharmacy,"Sabang,  Paschim Medinipur,  West Bengal,  721144,  India",,,0.44 km,False
ola-platform:5000059774623,Janata Medical Hall,"Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.01 km,False
ola-platform:5000036474316,Tri Guna Medical Hall,"Diamond Harbour Road,  Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.01 km,False
ola-platform:5000057300565,Singh And Singh,"Diamond Harbour Rd,  Down Town,  Diamond Harbour,  West Bengal,  743331,  India",,,0.01 km,False
ola-platform:5000055836471,Shanti Medical Hall,"Bankura - Beliator - Sonamukhi - Khandaghosh - Nischintapur Rd,  Ramchandrapur,  Diamond Harbour,  West Bengal,  743331,  India",,,0.01 km,False
ola-platform:5000037915323,Bina Medical Hall,"Diamond Harbour Road,  Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.02 km,False
ola-platform:5000053465098,Malati Medical,"Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.02 km,False
ola-platform:5000038267501,Narayan Homoeo Hall,"Diamond Harbour Road,  Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.03 km,False
ola-platform:5000060709308,Bharat Medical Hall,"Diamond Harbour Road,  Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.04 km,False
ola-platform:5000066311129,Jiban Deep Medical,"Diamond Harbour Road,  Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.05 km,False
ola-platform:5000042913335,Manna Medical Center,"Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.05 km,False
ola-platform:5000051950982,Jyoti Medical Hall,"Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.10 km,False
ola-platform:5000037836018,KB Medical Agency,"Diamond Harbour Road,  Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.13 km,False
ola-platform:5000061272748,Mondal Homoeo Hall,"Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.15 km,False
ola-platform:5000045552259,Amiya Probha Medical Hall,"Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.17 km,False
ola-platform:5000055499584,SS Pharmacy,"Diamond Harbour Road,  Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.21 km,False
ola-platform:5000039563946,Panchanan Medical Hall,"Diamond Harbour Road,  Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.25 km,False
ola-platform:5000038963465,Jay Medical Hall,"Diamond Harbour Road,  Diamond Harbour,  Diamond Harbour - I,  South 24 Parganas,  West Bengal,  743331,  India",,,0.26 km,False
