id,name,address,latitude,longitude,distance,selected
ola-platform:5000036836329,Jiko Medical Hall,"Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,0.69 km,False
ola-platform:5000048126226,Samapika Medicine Supply,"Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,0.69 km,False
ola-platform:5000059896813,Health Point,"114/1A,  Ranibagan,  Khagra,  Berhampore,  West Bengal,  742103,  India",,,0.74 km,False
ola-platform:5000051680289,Datta Medical,"Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,0.81 km,False
ola-platform:5000044841619,Chandana Medical Store,"Ranibagan,  Khagra,  Berhampore,  West Bengal,  742103,  India",,,0.82 km,False
ola-platform:5000059958570,Mangalam Medicine,"26 Krishna Nath Road,  Ranibagan,  Khagra,  Berhampore,  West Bengal,  742103,  India",,,0.85 km,False
ola-platform:5000050455805,Mahamaya Pharmacy,"Joychand Road,  Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,0.86 km,False
ola-platform:5000049992008,Chatterjee Medical Store,"Nh12,  Berhampore,  Murshidabad,  West Bengal,  742101,  India",,,0.90 km,False
ola-platform:5000045118255,SastaSundar Healthbuddy Roddur Enterprise,"K N Road,  Murshidabad,  Berhampore,  Murshidabad,  West Bengal,  742187,  India",,,0.92 km,False
ola-platform:5000062909232,Berhampore Medicine Center,"Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,0.93 km,False
ola-platform:5000062910902,Chandra Medical Agency,"Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,0.94 km,False
ola-platform:5000039219116,Seal Medico,"A-9,  Commercial Estate Netaji Market),  BusStand,  Gora Bazar,  Berhampore,  West Bengal,  742101,  India",,,0.98 km,False
ola-platform:5000063700485,Gouri Medical Store,"Berhampore,  Murshidabad,  West Bengal,  742101,  India",,,1.06 km,False
ola-platform:5000045910836,Khagra Medicine Shop,"Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,1.06 km,False
ola-platform:5000045533661,Medical Shop,"Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,1.08 km,False
ola-platform:5000048734403,Satima Pharmacy,"Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,1.09 km,False
ola-platform:5000045780700,City Health Care,"Gora Bazar,  Berhampore,  West Bengal,  742101,  India",,,1.09 km,False
ola-platform:5000037217474,SM Clinic & Pharmacy,"45,  Rabindranath Tagore Rd,  Laldighi,  Gora Bazar,  Berhampore,  West Bengal,  742101,  India",,,1.12 km,False
ola-platform:5000048244824,Medicine Store,"Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,1.16 km,False
ola-platform:5000044384050,Homiopathy Medicine Shop And Clinic,"Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,1.17 km,False
ola-platform:5000047581294,Bhabani Medical,"Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,1.19 km,False
ola-platform:5000044102236,Baral Pharmacy,"A C Road,  Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,1.19 km,False
ola-platform:5000042942388,Apollo Pharmacy Gobordanga KaliBari,"Holding No 583,  1448,  KaliBari Rd,  WN 4,  Khatian,  Habra,  West Bengal,  743252,  India",,,139.55 km,False
ola-platform:5000044090449,Das Drug Centre,"Prafullanagar KG School Rd,  Habra,  West Bengal,  743223,  India",,,142.88 km,False
ola-platform:5000042455079,Sohel Medical Centre,"Nh312,  Jalangi,  Murshidabad,  West Bengal,  742303,  India",,,10.02 km,False
ola-platform:5000067103961,Suman Homoeo Hall,"Nh312,  Jalangi,  Murshidabad,  West Bengal,  742303,  India",,,10.02 km,False
ola-platform:5000044471561,Sagarpara MediCare,"Sagarpara (Hospital More P. O - Sagarpara P. S - Sagarpara Dist,  Sagarpara,  West Bengal,  742306,  India",,,10.74 km,False
ola-platform:5000039656630,New Krish Nanda Pharmacy,"Jalangi To Sagarpara,  Narasinghapur,  Jalangi,  Murshidabad,  West Bengal,  742306,  India",,,11.67 km,False
ola-platform:5000066696034,Pulse Diagnostic Centre,"Na,  Bablabona,  Hospital Road,  Near Hospital,  Domkal,  Taraf Rasulpurpatnipara,  West Bengal,  742303,  India",,,13.68 km,False
ola-platform:5000057399801,Domkal SD Hospital More Bharat Medicure,"Domkal - Jalangi Rd,  Taraf Rasulpurpatnipara,  West Bengal,  742303,  India",,,13.72 km,False
ola-platform:5000051716673,BM Medical Agency,"Domkal,  Murshidabad,  West Bengal,  742406,  India",,,13.77 km,False
ola-platform:5000046008273,Amela Drug House,"Domkal,  Murshidabad,  West Bengal,  742406,  India",,,13.96 km,False
ola-platform:5000057360927,Rahaman Medicine Supply,"Nh312,  Domkal,  Murshidabad,  West Bengal,  742406,  India",,,14.00 km,False
ola-platform:5000037145821,MS Asmira Medical Agency,"Nh312,  Domkal,  Murshidabad,  West Bengal,  742406,  India",,,14.02 km,False
ola-platform:5000041133456,Halder Medicine,"Nh312,  Domkal,  Murshidabad,  West Bengal,  742406,  India",,,14.12 km,False
ola-platform:5000061641894,Monikem Pharma,"Domkal,  Murshidabad,  West Bengal,  742406,  India",,,14.32 km,False
ola-platform:5000039298655,Apollo Pharmacy Chowdhury Para Domkal,"Plot No-99,  Domkal Police Station Road,  Azimganjagola,  Domkal,  West Bengal,  742406,  India",,,14.35 km,False
ola-platform:5000062874378,Khan Medical Hall,"Domkal New Market Road Chorasta,  Ramna Etbarnagar Basantapur,  West Bengal,  742406,  India",,,14.35 km,False
ola-platform:5000037110261,Kohinoor Pharmacy,"Domkal,  Murshidabad,  West Bengal,  742406,  India",,,14.38 km,False
ola-platform:5000062805638,Khan Medicine Centre,"Domkal,  Murshidabad,  West Bengal,  742406,  India",,,14.55 km,False
ola-platform:5000056845369,Khan Medical,"Domkal,  Murshidabad,  West Bengal,  742406,  India",,,14.55 km,False
ola-platform:5000052953906,AM Medical Hall,"Domkal,  Murshidabad,  West Bengal,  742406,  India",,,14.91 km,False
ola-platform:5000057777375,Homeo Health Center,"Shaikh Para - Sagar Para Rd,  Kazipara,  West Bengal,  742306,  India",,,15.12 km,False
ola-platform:5000039944775,Juranpur Biswas Para,"Domkal - Jitpur Rd,  Joyrampur,  Juranpur,  West Bengal,  742406,  India",,,15.17 km,False
ola-platform:5000046533064,Prity Pharmacy,"Jalangi,  Murshidabad,  West Bengal,  742306,  India",,,16.11 km,False
ola-platform:5000057059969,Pal Pharmacy,"Karimpur-I,  Nadia,  West Bengal,  741158,  India",,,16.22 km,False
ola-platform:5000062498136,Noorjahan Medical Store,"Raninagar - II,  Murshidabad,  West Bengal,  742306,  India",,,17.32 km,False
ola-platform:5000035318852,Loskarpur Oktiya Masjid,"Brindabanpur Chak,  West Bengal,  742406,  India",,,18.26 km,False
ola-platform:5000060558016,Mouchak Medicine Supply,"Berhampore To Narasinghapur Via Sheikhpara,  Raninagar,  Raninagar - II,  Murshidabad,  West Bengal,  742304,  India",,,17.93 km,False
ola-platform:5000068225864,New AnnaPurna Pharmacy,"Berhampore To Narasinghapur Via Sheikhpara,  Raninagar,  Raninagar - II,  Murshidabad,  West Bengal,  742304,  India",,,17.99 km,False
ola-platform:5000046258853,Mondal Medicine,"Berhampore To Narasinghapur Via Sheikhpara,  Raninagar,  Raninagar - II,  Murshidabad,  West Bengal,  742304,  India",,,17.99 km,False
ola-platform:5000060493487,Aktara Pharmacy,"Islampur-Shaikh Para Rd,  Godhanpara,  West Bengal,  742304,  India",,,18.00 km,False
ola-platform:5000059096245,Rahaman Homeo Pharmacy,"Berhampore To Narasinghapur Via Sheikhpara,  Raninagar,  Raninagar - II,  Murshidabad,  West Bengal,  742304,  India",,,18.01 km,False
ola-platform:5000065535582,Mamoni Pharmacy,"Raninagar - I,  Murshidabad,  West Bengal,  742304,  India",,,8.87 km,False
ola-platform:5000053339992,Nabajibon Homeo Hall,"Raninagar - I,  Murshidabad,  West Bengal,  742304,  India",,,8.92 km,False
ola-platform:5000054547027,Pandey Pharmacy,"Raninagar - I,  Murshidabad,  West Bengal,  742304,  India",,,9.03 km,False
ola-platform:5000049115687,Ahmed Medical Hall,"Raninagar - I,  Murshidabad,  West Bengal,  742304,  India",,,9.06 km,False
ola-platform:5000044317705,Mukherjee Pharmacy,"Nh312,  Raninagar - I,  Murshidabad,  West Bengal,  742304,  India",,,9.23 km,False
ola-platform:5000055196158,Medi Nova Pharmacy,"Bagdanga,  West Bengal,  742406,  India",,,9.39 km,False
ola-platform:5000051562804,Majumdar Clinic Medical,"Lalbagh,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742149,  India",,,1.57 km,False
ola-platform:5000053991710,Pharmacy,"Murshidabad,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742149,  India",,,2.81 km,False
ola-platform:5000049853944,Lalbagh Nursing Home,"Murshidabad,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742149,  India",,,2.81 km,False
ola-platform:5000055021058,Subarna Medical Hall,"Murshidabad,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742149,  India",,,2.82 km,False
ola-platform:5000065995080,Chattarjee Medical Hall,"Murshidabad,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742149,  India",,,2.82 km,False
ola-platform:5000065389960,Mallika Medical Store (Specily Open In FRI Day),"Lalbagh,  Murshidabad,  West Bengal,  742149,  India",,,2.82 km,False
ola-platform:5000036008462,Mallika Medical Store,"Murshidabad,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742149,  India",,,2.82 km,False
ola-platform:5000042093601,Dalima Drug Store,"K N Road,  Murshidabad,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742149,  India",,,2.85 km,False
ola-platform:5000048365082,Apollo Pharmacy Murshidabad Lalbagh Hut,"Murshidabad,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742149,  India",,,2.94 km,False
ola-platform:5000043512730,Apollo Pharmacy Asthabal More,"2,  Kalandarbagh,  Ward No-7,  Lalbagh,  Murshidabad,  West Bengal,  742149,  India",,,3.24 km,False
ola-platform:5000036095298,The Lalbagh Medicine Corner,"Lalbagh,  Murshidabad,  West Bengal,  742149,  India",,,3.38 km,False
ola-platform:5000060655343,Sarkar Tiger Spotting Zone,"Basulitala,  Bus Stand,  Azimganj,  West Bengal,  742122,  India",,,3.98 km,False
ola-platform:5000043333941,S R Medical Hall,"Jiaganj,  Jiaganj Azimganj,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742122,  India",,,4.02 km,False
ola-platform:5000065507912,Azimgonj Jonosaba Madical Hall,"Jiaganj Azimganj,  West Bengal,  742122,  India",,,4.04 km,False
ola-platform:5000036887527,Poddar Medical Hall,"Jiaganj Main Rd,  Jiaganj,  West Bengal,  742122,  India",,,4.27 km,False
ola-platform:5000059318710,Paras Medical,"Jiaganj,  Jiaganj Azimganj,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742122,  India",,,4.30 km,False
ola-platform:5000044682546,Apollo Pharmacy,"Jiaganj Main Rd,  Baligram,  Jiaganj Azimganj,  West Bengal,  742122,  India",,,4.37 km,False
ola-platform:5000052013750,Apollo Pharmacy Jiaganj,"Holding No-173,  Pulkishore,  Ward No,  11,  Jiaganj Main Rd,  Jiaganj,  West Bengal,  742122,  India",,,4.69 km,False
ola-platform:5000065867045,Biswas Medical Hall,"Jiaganj Azimganj,  Bhagawangola - II,  Murshidabad,  West Bengal,  742113,  India",,,4.87 km,False
ola-platform:5000062992400,SM MediCare,"Nabagram,  Murshidabad,  West Bengal,  742149,  India",,,4.85 km,False
ola-platform:5000050070218,Roni Medicine Shop 2,"Murshidabad,  Nabagram,  Murshidabad,  West Bengal,  742149,  India",,,4.88 km,False
ola-platform:5000055920235,Mother Clinic,"Kapasdanga Rd,  Jafarbad,  West Bengal,  742149,  India",,,5.07 km,False
ola-platform:5000059707098,Debnath Pharmacy,"Cossimbazar,  Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,5.86 km,False
ola-platform:5000054716450,Aragyya Medicine,"Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,6.30 km,False
ola-platform:5000063543680,Mondal Medicine,"Sh11,  Cossimbazar,  Berhampore,  Murshidabad,  West Bengal,  742102,  India",,,6.51 km,False
ola-platform:5000041973593,Apollo Pharmacy Suri Rabindrapally,"Sh11,  Cossimbazar,  Berhampore,  Murshidabad,  West Bengal,  742102,  India",,,6.53 km,False
ola-platform:5000055254244,M/s Parul Medicine,"Berhampore,  Murshidabad,  West Bengal,  742103,  India",,,6.67 km,False
ola-platform:5000036915088,Raju Medical Stores,"Sagardighi,  Murshidabad,  West Bengal,  742226,  India",,,0.47 km,False
ola-platform:5000069054955,Sagardighi Medical Centre,"Sagardighi,  Murshidabad,  West Bengal,  742226,  India",,,0.55 km,False
ola-platform:5000062490714,Morgram,"Nh12,  Bokhara,  West Bengal,  742226,  India",,,6.48 km,False
ola-platform:5000051900842,Ramkanai Medical Stores,"128/1,  Bhupen,  KR Bose St,  Bidhan Sarani,  Shyam Bazar,  Kolkata,  West Bengal,  742184,  India",,,7.32 km,False
ola-platform:5000051715164,Namita Pharmacy,"Beside Bangiya Gramin Bikas Bank,  Manigram,  West Bengal,  742237,  India",,,7.42 km,False
ola-platform:5000061079878,Bichitra Medical Store,"Hospital Rd,  Nabagram,  West Bengal,  742184,  India",,,10.84 km,False
ola-platform:5000058727609,Nabagram Medical Store,"Nabagram,  Murshidabad,  West Bengal,  742184,  India",,,10.84 km,False
ola-platform:5000055473786,Asraful House,"Ujirpur,  West Bengal,  731237,  India",,,10.96 km,False
ola-platform:5000035947180,Datta Pharmacy,"Nabagram,  Murshidabad,  West Bengal,  742184,  India",,,11.07 km,False
ola-platform:5000068538517,Mira Pharmacy,"Lohapur,  Nalhati - II,  Birbhum,  West Bengal,  731237,  India",,,12.48 km,False
ola-platform:5000048690843,Popular Pharmacy,"Nh116a,  Nabagram,  Murshidabad,  West Bengal,  742184,  India",,,12.52 km,False
ola-platform:5000048340565,Roy Medical Store,"Nh116a,  Nabagram,  Murshidabad,  West Bengal,  742184,  India",,,12.53 km,False
ola-platform:5000052991651,New Sen Pharmacy,"Nh116a,  Nabagram,  Murshidabad,  West Bengal,  742184,  India",,,12.55 km,False
ola-platform:5000040076849,Chinmoyi Pharmacy,"Nh116a,  Nabagram,  Murshidabad,  West Bengal,  742184,  India",,,12.72 km,False
ola-platform:5000049940593,Shanti Pharmacy,"Nh116a,  Nabagram,  Murshidabad,  West Bengal,  742184,  India",,,12.72 km,False
ola-platform:5000063498386,Bengal Pharmacy,"Nh116a,  Nabagram,  Murshidabad,  West Bengal,  742184,  India",,,12.92 km,False
ola-platform:5000042590089,Pharmacy Medicine Point,"Nh116a,  Nabagram,  Murshidabad,  West Bengal,  742184,  India",,,12.93 km,False
ola-platform:5000053215189,Janani Pharmacy,"Nh116a,  Nabagram,  Murshidabad,  West Bengal,  742184,  India",,,13.09 km,False
ola-platform:5000047256786,MS Rina Medical Agency,"Nh116a,  Nabagram,  Murshidabad,  West Bengal,  742184,  India",,,13.11 km,False
ola-platform:5000038878073,Jeebondeep Pharmacy,"Nh116a,  Nabagram,  Murshidabad,  West Bengal,  742184,  India",,,13.12 km,False
ola-platform:5000055869087,Liza Pharmacy,"PHC,  Panchgram,  Nh116a,  Nabagram,  Murshidabad,  West Bengal,  742184,  India",,,13.26 km,False
ola-platform:5000048181930,Seba Diagnostic And Seba Medical,"Lohapur,  Nh14,  Khālāsipāra,  Nalhati,  Nalhati - II,  Birbhum,  West Bengal,  731237,  India",,,13.40 km,False
ola-platform:5000047409149,Sahina Medical Stores,"SH 7,  Budrapara,  West Bengal,  742184,  India",,,14.71 km,False
ola-platform:5000065661136,Jui Pharmacy,"Chuapukur,  Lalgola,  Paikpara,  West Bengal,  742148,  India",,,14.76 km,False
ola-platform:5000067648301,Shifa Medicure,"Beside Gangaprasad Pakabari,  Gangaprasad Road,  Raghunathganj,  Lakshmi Jola,  West Bengal,  742213,  India",,,15.12 km,False
ola-platform:5000059031118,Mrs Medicine House,"Murshidabad,  West Bengal,  742227,  India",,,15.79 km,False
ola-platform:5000066857363,Saha Pharmacy,"Bhagwangola Market Place,  Nh312,  Lalgola,  Bhagawangola - I,  Murshidabad,  West Bengal,  742135,  India",,,0.14 km,False
ola-platform:5000040344906,Shamsi Unani Ayurvedic Aushadhalaya,"Bandhpul Barnali Bazar,  Mahishasthali,  Bhagwangola,  West Bengal,  742135,  India",,,0.30 km,False
ola-platform:5000047160932,Barsatigola,"Bhagwangola,  Station Rd,  Bhagwangola,  West Bengal,  742135,  India",,,0.31 km,False
ola-platform:5000057364438,GM Medical Hall,"Nh312,  Lalgola,  Bhagawangola - I,  Murshidabad,  West Bengal,  742135,  India",,,0.45 km,False
ola-platform:5000064665532,Krishi Bandhu,"Bhagwangola,  Bhagawangola - I,  Murshidabad,  West Bengal,  742135,  India",,,0.49 km,False
ola-platform:5000042425434,Singha Pharmacy,"Bhagwangola,  Bhagawangola - I,  Murshidabad,  West Bengal,  742135,  India",,,0.50 km,False
ola-platform:5000038320350,Sadhana Pharmacy,"Swapon Gar More,  Nh312,  Lalgola,  Bhagawangola - I,  Murshidabad,  West Bengal,  742135,  India",,,0.55 km,False
ola-platform:5000046277663,Aniroz Medical Hall,"22,  Dayanagar - Barshatigola Road,  Shyampurnatunpara,  Berhampore,  Mahishasthali,  West Bengal,  742135,  India",,,0.56 km,False
ola-platform:5000048204462,MH Medicine House,"Nh312,  Lalgola,  Bhagawangola - I,  Murshidabad,  West Bengal,  742135,  India",,,0.66 km,False
ola-platform:5000056819284,Riya Medical,"Pirtala,  Nh312,  Lalgola,  Murshidabad,  West Bengal,  742135,  India",,,3.70 km,False
ola-platform:5000038460496,Mursheda Medical Hall,"Pirtala,  Nh312,  Lalgola,  Murshidabad,  West Bengal,  742135,  India",,,3.71 km,False
ola-platform:5000053293851,Sova Medical Hall,"Azimganj,  Jiaganj Azimganj,  Bhagawangola - I,  Murshidabad,  West Bengal,  742123,  India",,,8.86 km,False
ola-platform:5000042456497,Salma Homoeo Hall,"Bhagwangola II,  Bhagawangola - II,  Murshidabad,  West Bengal,  742135,  India",,,8.87 km,False
ola-platform:5000064570192,S.R Medical Hall,"Jiaganj,  Jiaganj Azimganj,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742123,  India",,,10.55 km,False
ola-platform:5000053971433,Biswajit Medical Hall,"Jiaganj,  Jiaganj Azimganj,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742123,  India",,,10.60 km,False
ola-platform:5000039923864,Jyotsna Medical Hall,"Jiaganj,  Jiaganj Azimganj,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742123,  India",,,10.70 km,False
ola-platform:5000050336470,Ashida Pharmaceuticals,"Jiaganj,  Jiaganj Azimganj,  Murshidabad Jiaganj,  Murshidabad,  West Bengal,  742123,  India",,,10.71 km,False
ola-platform:5000052150139,Ali Medical Hall,"056,  Police,  Station Rd,  Lalgola,  West Bengal,  742148,  India",,,11.13 km,False
ola-platform:5000051367680,Sawkat Homeo Pharmacy,"Lalgola,  Murshidabad,  West Bengal,  742148,  India",,,11.34 km,False
ola-platform:5000047518893,Pal Distributors,"Phultala,  Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.02 km,False
ola-platform:5000040748461,Hahnemann Homeo Pharmacy,"Phultala,  Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.23 km,False
ola-platform:5000066300184,Dreamz Enterprise,"Gankar,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.40 km,False
ola-platform:5000063945779,Monoroma Medical Store,"Nh312,  Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.41 km,False
ola-platform:5000039436470,SS Medical Hall,"Nh312,  Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.41 km,False
ola-platform:5000051934291,Palash Medical Hall,"Nh312,  Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.52 km,False
ola-platform:5000065021881,Seba Medical,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.52 km,False
ola-platform:5000054417976,Lucky Medical Hall,"Nh312,  Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.52 km,False
ola-platform:5000035572043,Janata Medical Store,"SH 11A,  Bagan Baari,  Raghunathganj,  West Bengal,  742213,  India",,,0.53 km,False
ola-platform:5000062054826,Surya Medical Agency,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.56 km,False
ola-platform:5000057972485,Disha Medicine,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.56 km,False
ola-platform:5000043403800,Laxmi Narayan Medical Store,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.56 km,False
ola-platform:5000055936174,Generic Medicine Shop,"Jangipur Sub Divisional Hospital,  Nh312,  Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.56 km,False
ola-platform:5000052652789,Sathi Medical Store,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.57 km,False
ola-platform:5000039129332,Umaa Medical,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.58 km,False
ola-platform:5000063243509,RamKrishna Sarada Pharmacy,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.58 km,False
ola-platform:5000066676900,New Adhadeep Medical,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.59 km,False
ola-platform:5000064864093,Dhar Medicine,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.59 km,False
ola-platform:5000056531594,Kalam Medical,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.59 km,False
ola-platform:5000041665298,Jangipur Medical Centre,"Nh312,  Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.61 km,False
ola-platform:5000054841156,Ganga Pharmacy,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.61 km,False
ola-platform:5000057060528,Pandey Medical Hall,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.62 km,False
ola-platform:5000038813791,Siraj Medical Hall,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.62 km,False
ola-platform:5000059852622,Medicine Mart,"Raghunathganj,  West Bengal,  742213,  India",,,0.63 km,False
ola-platform:5000037344912,Popular Pharmacy & Diagnostic Centre,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.75 km,False
ola-platform:5000068141525,Bhai Bhai Medical Hall,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,0.92 km,False
ola-platform:5000055145387,H N Medical,"1st Floor Gopalnagar,  Raghunatganj Opposite Airtel Office,  Near HDFC Bank,  Gopalnagar,  Srikantabati,  West Bengal,  742225,  India",,,1.12 km,False
ola-platform:5000058363257,Pandey Medical Hall,"Nh312,  Raghunathganj - I,  Murshidabad,  West Bengal,  742225,  India",,,1.14 km,False
ola-platform:5000043669185,Palash Medical Hall,"Baganbari,  Raghunathganj,  Near Hospital Gate No-1,  Gopalnagar,  Murshidabad,  West Bengal,  742225,  India",,,1.14 km,False
ola-platform:5000042810744,Indane - Jangipur Sefali,"Raghunathganj,  Raghunathganj - II,  Murshidabad,  West Bengal,  742213,  India",,,1.34 km,False
ola-platform:5000066574562,Biswas Medical,"Nh312,  Raghunathganj - I,  Murshidabad,  West Bengal,  742225,  India",,,1.47 km,False
ola-platform:5000057793877,Revive Medicine And Clinical Lab,"Raghunathganj - I,  Murshidabad,  West Bengal,  742225,  India",,,1.53 km,False
ola-platform:5000055178258,H.N Medical,"Nh312,  Raghunathganj - I,  Murshidabad,  West Bengal,  742225,  India",,,2.00 km,False
ola-platform:5000057496835,Janata Medical Store,"Nh312,  Raghunathganj - I,  Murshidabad,  West Bengal,  742225,  India",,,2.87 km,False
ola-platform:5000039075110,MS Niramoy,"Sh7,  Murarai,  Murarai - I,  Birbhum,  West Bengal,  731219,  India",,,0.10 km,False
ola-platform:5000068826929,Murarai Medicine Centre,"Sh7,  Murarai,  Murarai - I,  Birbhum,  West Bengal,  731219,  India",,,0.21 km,False
ola-platform:5000041922947,Sahana Moringo,"Bhadiswar,  West Bengal,  731219,  India",,,0.28 km,False
ola-platform:5000036359413,Sreema Drug House,"Murarai,  Murarai - I,  Birbhum,  West Bengal,  731219,  India",,,0.42 km,False
ola-platform:5000060078872,Sinha Medical Hall,"Murarai I Community Development Block,  Bhadiswar,  West Bengal,  731219,  India",,,0.43 km,False
ola-platform:5000044535242,Pioneer Medical Corner,"Sh7,  Murarai,  Murarai - I,  Birbhum,  West Bengal,  731219,  India",,,0.56 km,False
ola-platform:5000069092538,Kamal Medical,"Hospital Rd,  Murarai,  West Bengal,  731219,  India",,,1.13 km,False
ola-platform:5000061751764,Rebeka Pharmacy,"Hospital Rd,  Murarai I Community Development Block,  Murarai,  West Bengal,  731219,  India",,,1.14 km,False
ola-platform:5000066694825,Nahar Medical Hall. Prop. S Kamelin,"Hospital Rd,  Murarai I Community Development Block,  Murarai,  West Bengal,  731219,  India",,,1.24 km,False
ola-platform:5000040135535,Shefa Medical Point,"Hospital Rd,  Murarai I Community Development Block,  Murarai,  West Bengal,  731219,  India",,,1.26 km,False
ola-platform:5000050284017,Jarif Medical,"Hospital Rd,  Murarai,  West Bengal,  731219,  India",,,1.28 km,False
ola-platform:5000045330980,Medical Shops,"Kathia Edrakpur Hospital,  Murarai-Raghunathganj Road,  Paikar,  Murarai - II,  Birbhum,  West Bengal,  731219,  India",,,4.62 km,False
ola-platform:5000064323635,Maa Medical,"Paikar Rural Hospital,  Murarai-Raghunathganj Road,  Paikar,  Murarai - II,  Birbhum,  West Bengal,  731221,  India",,,5.48 km,False
ola-platform:5000037130026,Murarai Medical,"Hospital Road,  Murarai,  West Bengal,  731219,  India",,,5.89 km,False
ola-platform:5000066554560,MS Medico,"Murarai-Raghunathganj Road,  Paikar,  Murarai - II,  Birbhum,  West Bengal,  731221,  India",,,5.92 km,False
ola-platform:5000043436252,Haniman Homeo Clinic,"Chatra Hiyatnagar Road,  Chatra,  West Bengal,  731238,  India",,,7.34 km,False
ola-platform:5000038126023,Zakera Clinic,"Mitrapur,  West Bengal,  731221,  India",,,10.46 km,False
ola-platform:5000063303667,Nafisa Medicines,"Murarai - II,  Birbhum,  West Bengal,  731221,  India",,,10.60 km,False
ola-platform:5000056568626,MD Pharma,"Kādua,  Murarai - I,  Birbhum,  West Bengal,  731222,  India",,,11.53 km,False
ola-platform:5000044189257,M/s Atif Medical Store,"Dālānpahāri,  Rajgram,  Murarai - I,  Birbhum,  West Bengal,  731222,  India",,,11.59 km,False
ola-platform:5000038950232,Rahat Pharmacy,"Nh14,  Khālāsipāra,  Nalhati,  Nalhati - I,  Birbhum,  West Bengal,  731220,  India",,,16.09 km,False
ola-platform:5000044700087,Jiwandeep Medical,"Nalhati,  West Bengal,  731243,  India",,,16.10 km,False
ola-platform:5000066836703,Nalhati Medical,"Bidupur,  Nalhati,  Nalhati - I,  Birbhum,  West Bengal,  731243,  India",,,16.10 km,False
ola-platform:5000052094041,Medical Centre,"Kālindipur,  Nalhati,  Nalhati - I,  Birbhum,  West Bengal,  731243,  India",,,16.15 km,False
